PinCode,MCCcode
251309,242
301001,242
247776,241
301030,241
639001,240
321606,240
251319,239
301035,239
321609,238
251319,237
301035,237
151501,235
301406,235
301035,232
321633,231
251301,230
247776,226
303315,226
321633,225
301001,224
247776,220
148026,220
301406,220
148026,219
301413,219
301702,217
148105,215
321607,215
147101,214
301403,213
301413,212
247776,211
247776,210
148031,206
152024,206
303315,203
247776,202
302001,201
303315,195
152024,194
301409,194
301409,192
301427,191
152024,187
148105,185
303315,185
301427,185
301409,182
303315,181
302001,179
301413,178
301427,178
321633,173
301427,172
321633,171
321609,170
301413,165
301035,164
148105,163
301408,161
301413,160
301413,159
301413,158
301035,157
301035,156
301035,154
321606,153
301406,152
148105,150
321606,149
301413,146
147201,145
301413,145
136034,144
148026,143
321633,143
148105,142
148026,142
321633,142
302001,142
301406,140
148035,139
147101,138
136034,137
136034,136
147101,135
301401,1802
247776,134
147001,134
151501,133
247343,133
247774,129
152024,129
247343,128
148026,128
301408,128
247341,127
301408,127
247341,126
147101,126
247341,125
148026,125
301414,123
321633,122
251319,121
321633,121
251319,120
251301,118
321633,118
321633,117
321633,116
147101,115
301413,112
321607,111
321607,110
321607,109
321607,108
321633,107
147001,106
321633,106
302001,106
321633,105
148035,104
251002,103
321633,103
251001,101
517425,120
560064,5497
562107,5451
562125,5259
562125,5179
562125,5174
562125,5099
562125,5095
563103,5056
563103,775
563130,5489
563130,5477
563130,5476
563130,5474
563130,5473
563130,5466
563130,5465
563130,5300
563137,5483
563139,5501
563139,5500
563139,5481
563139,5480
563139,5478
563139,5201
563139,5161
563139,5155
563160,5475
604601,110
624802,135
630150,5064
630150,5051
630150,5044
630150,222
630150,184
630150,169
633105,258
635103,5498
635103,797
635103,790
635103,774
635103,753
635105,5256
635105,5247
635105,796
635105,792
635105,788
635105,785
635105,780
635105,772
635105,760
635105,755
635105,752
635105,747
635105,746
635105,738
635105,326
635105,318
635105,302
635105,301
635105,289
635105,288
635105,282
635105,228
635105,203
635106,779
635109,5254
635109,787
635109,733
635109,520
635109,195
635109,189
635109,129
635109,126
635109,22
635113,5014
635117,38
635121,113
635121,56
635124,795
635135,251
635135,11
635135,7
635135,5
635135,3
635205,197
635301,386
635301,384
635301,372
635301,369
635301,363
635301,361
635301,352
635301,351
635301,345
635301,343
635301,327
635301,326
635301,267
635301,246
635301,234
635302,390
635302,317
635302,309
635302,303
635302,238
635303,362
635303,310
635303,295
635303,50
635308,697
635904,356
636301,388
636351,387
636351,380
636352,466
636352,346
636352,335
636352,332
636352,328
636354,389
636708,337
636804,381
636903,302
636904,354
636904,284
636904,283
636904,223
636904,217
636904,63
636905,383
636905,370
636905,364
636905,339
636905,311
636905,304
636905,241
636905,237
636905,230
636905,227
636905,224
636905,81
636905,60
636905,57
636906,287
560087,69
635107,218
635107,217
635107,213
635107,212
635107,211
635107,210
635107,202
635107,200
635107,190
635107,176
635107,162
635107,159
635107,143
635107,130
635107,125
635107,121
635107,119
635107,111
635107,109
635107,104
635107,96
635107,95
635107,75
635107,74
635107,57
635107,52
635107,47
635107,32
635107,22
635107,21
635107,6
635107,4
635107,3
635107,2
635107,1
635113,216
635113,204
635113,194
635113,183
635113,174
635113,173
635113,44
635114,214
635114,195
635118,199
635118,198
635118,191
635118,181
635118,169
635118,157
635118,156
635118,86
635118,85
635118,71
606803,46
606803,32
606902,72
606902,62
606902,17
606902,16
606902,15
606903,84
332031,482
606903,83
606903,82
606903,77
606903,64
606903,49
606903,43
606903,31
606903,27
606905,56
606905,30
606907,76
606907,61
606907,37
606907,23
606907,22
606907,5
606907,4
606907,2
632301,35
632313,79
632313,78
632313,71
632313,70
632313,42
632313,40
632315,26
635851,80
560035,1038
562106,5476
562106,5472
562106,5471
562106,5466
562106,5125
562106,5009
562107,5477
562107,5475
562107,5210
562107,5054
562107,5020
562107,5013
562107,5011
562107,5004
635107,188
635107,187
635107,186
635107,152
635107,128
635107,116
635107,48
635109,1022
635109,820
635109,600
635109,549
635110,1033
635110,1025
635110,1023
635110,1021
635110,924
635110,880
635110,861
635110,859
635113,978
635114,1037
635114,1035
635114,1031
635114,1030
635114,1028
635114,1026
635114,1024
635114,1020
635114,1015
635114,1010
635114,1009
635114,1007
635114,1001
635114,964
635114,209
635114,109
635114,103
635114,101
637402,162
635114,99
635114,79
635118,1034
635118,1032
635118,1014
635118,1008
635118,1005
635118,998
635118,993
635118,980
635118,970
635118,881
635118,867
635118,201
635118,146
604201,64
635109,207
635113,228
635113,227
635113,226
635113,225
635113,221
635113,213
635113,209
635113,208
635113,206
635113,205
635113,204
635113,202
635113,197
635113,196
635113,191
635113,190
635113,182
635113,171
635113,166
635113,157
635113,154
635113,150
635113,145
635113,134
635113,125
635113,117
635113,116
635113,85
635113,81
635113,72
635113,66
635113,56
635113,48
635113,40
635113,31
635116,176
635119,151
600124,731
600124,609
600124,513
600124,443
600124,417
600124,88
600124,70
600124,15
600124,13
600124,12
600124,9
600124,1
628218,831
630135,825
635109,413
635302,810
636107,160
636301,152
637001,501
637001,406
637001,403
637001,35
637001,33
637001,4
332031,482
637001,2
637002,948
637002,181
637002,180
637002,170
637002,168
637012,97
637013,930
637014,963
637014,947
637014,915
637014,914
637014,879
637014,838
637014,834
637014,766
637014,164
637014,106
637018,978
637018,967
637018,957
637018,898
637018,770
637018,453
637018,179
637018,99
637018,91
637018,46
637018,22
637018,14
637018,11
637019,927
637019,921
637019,904
637019,178
637019,147
637212,176
637212,171
637401,203
637402,943
637402,869
637402,84
637404,960
637404,839
637405,939
637405,926
637405,925
637405,660
637409,173
637409,169
637409,126
637410,175
637410,165
637412,174
624001,13
624002,108
624213,87
624213,44
624213,5
624300,36
624301,176
624303,71
624614,124
624614,123
624614,95
624616,104
624616,93
624616,68
624616,64
624619,170
624619,169
624619,166
624619,163
624619,161
624619,160
624619,158
624619,154
624619,150
624619,144
624619,142
624619,141
624619,140
624619,136
624619,122
624619,116
624619,115
624619,113
624619,103
624619,97
624619,91
624619,85
624619,78
624619,74
624619,55
624619,7
624622,168
624622,164
624622,162
624622,155
624622,151
624622,131
624622,129
624622,102
624622,61
624622,57
624622,1
624624,2
624704,137
624704,133
624704,132
637017,19
637208,168
637208,144
637208,141
637208,140
637208,3
637213,34
638181,160
638181,147
638181,129
638181,103
638181,82
638182,166
638182,148
638182,117
638182,113
638182,108
638182,73
638182,67
638182,61
638182,25
639001,138
639001,60
639001,57
639004,149
639004,146
639004,127
639004,101
639004,41
639006,161
639006,78
639006,77
639006,72
639006,55
639016,42
639113,64
639116,143
639116,46
639116,40
606602,69
606751,125
606751,79
606751,73
606751,56
606803,124
606803,118
606803,113
606803,109
606803,102
606803,95
606803,82
606803,78
606803,66
606803,65
606803,59
606803,57
606803,47
606803,42
606803,40
606803,38
606803,35
606803,34
606803,30
606803,28
606803,26
606803,25
606803,24
606803,23
606803,16
606803,10
606803,5
606803,4
606803,3
606903,81
606903,51
606904,110
606904,103
606904,97
606904,96
606904,67
563121,6069
563131,645
635102,352
635111,550
635111,251
635111,104
635111,101
635111,45
635123,387
635123,385
635123,344
635202,389
635202,375
635202,287
635202,274
635202,257
635202,250
635202,85
635202,84
635204,386
635205,348
635205,275
635205,223
635205,179
635205,156
635205,111
635205,110
635205,70
635205,67
635205,28
635302,373
635303,23
635305,203
635305,171
635305,133
635305,65
635905,18
636205,204
636205,148
636701,327
636701,212
636701,210
636701,25
636702,294
636702,261
636702,31
636703,654
636704,395
636704,347
636704,323
636704,238
636704,82
636705,382
636705,262
636803,669
636803,665
636803,384
636803,372
636803,360
636803,341
636803,289
636803,288
636803,271
636803,240
636803,235
636803,229
636803,220
636803,198
636803,182
636803,150
636803,117
636803,40
636803,22
636803,14
636807,651
636807,383
636807,380
636807,379
636807,371
636807,363
636807,349
636807,316
636807,306
636807,305
636807,290
636807,285
636807,284
636807,282
636807,279
636807,270
636807,256
636807,254
636807,253
636807,200
636807,192
636807,191
636807,183
636807,181
636807,136
636807,115
636807,78
636807,72
636807,54
636808,300
636808,231
636809,377
636809,338
636809,303
636809,302
636809,79
636810,531
636810,365
636810,357
636810,356
636810,355
636810,353
636810,318
636810,312
636810,311
636810,310
636810,309
636810,308
636810,298
636810,297
636810,295
636810,277
636810,184
636811,393
636811,296
636811,202
636811,165
636812,692
636813,568
636813,381
636813,343
636813,333
636813,332
636813,321
636813,319
636813,293
636813,280
636813,273
636813,267
636813,266
636813,264
636813,258
636813,252
636813,244
636813,242
636813,239
636813,236
636813,234
636813,226
636813,225
636813,201
636813,73
513361,5648
513363,5644
517423,6274
517423,5638
517425,5988
517425,5881
561131,5877
561131,5779
562121,5888
562121,5884
562121,5820
562131,5961
563113,6384
563113,6382
563113,6351
563113,6348
563113,6347
563113,6343
563113,6198
563113,5958
563113,5922
563116,6383
563116,6372
563116,6367
563116,6354
563116,6353
563116,6340
563116,6339
563116,6323
563116,6316
563116,6311
563116,6306
563116,6289
563116,6217
563116,6153
563116,5923
563116,5596
563116,5577
563116,5565
563116,5562
563116,5502
563116,5445
563116,5412
563116,5389
563116,5381
563116,5295
563116,5239
563116,5109
563119,6127
563121,6392
563121,6391
563121,6389
563121,6388
563121,6370
563121,6344
563121,6314
563121,6279
563121,6272
563121,6269
563121,6226
563121,6225
563121,6188
563121,6173
563121,6144
563121,6132
563121,6130
563121,6125
563121,6102
563121,6083
563121,6081
563121,6076
563121,6072
563121,6034
563121,6027
563121,5996
563121,5987
563121,5972
563121,5970
563121,5956
563121,5948
563121,5931
563121,5928
563129,6024
563129,5701
563129,5513
563131,5806
563136,6352
563136,5829
563136,5741
624001,5883
624001,5598
635109,5707
635207,5776
636832,5775
621202,132
624007,106
624202,252
624202,199
624204,254
624204,240
624204,236
624204,196
624204,69
624208,224
624208,142
624208,139
624208,80
624211,238
624211,216
624211,204
624211,168
624211,146
624211,102
624211,79
624707,219
624707,214
624707,10
624708,256
624708,253
624708,247
624708,234
624708,232
624708,208
624708,186
624708,169
624708,136
635105,126
604201,937
604201,936
604201,874
604201,867
332031,482
604201,857
604201,814
604201,803
604201,390
604201,387
604201,320
604201,274
604201,170
604201,142
604201,28
604202,466
604601,881
604601,880
604601,848
604601,841
604601,787
604601,774
604601,278
604601,143
604804,244
604804,156
605751,785
605754,873
605754,827
605754,781
605754,778
605754,777
606601,732
606601,532
606601,463
606601,365
606601,132
606611,929
606611,924
606611,907
606611,894
606611,883
606611,878
606611,860
606611,843
606611,833
606611,808
606611,801
606611,789
606611,776
606611,751
606611,741
606611,707
606611,649
606611,473
606611,461
606611,448
606611,433
606611,429
606611,422
606611,421
606611,318
606611,222
606611,145
606611,121
606611,88
606611,33
606611,26
606611,17
606708,559
606752,921
606752,817
606752,759
606752,758
606752,409
606752,407
606752,400
606752,182
606754,914
606754,901
606754,858
606754,821
606754,376
606754,223
606755,935
606755,927
606755,911
606755,487
606755,246
606804,928
606804,926
606804,906
606804,844
606804,838
606804,818
606804,762
606804,530
606804,12
606806,932
606806,931
606806,930
606806,855
606806,796
606806,795
606806,471
606806,353
606806,186
606806,31
606811,905
606902,934
606902,3
624307,8
631505,306
638402,451
635653,853
638402,47
676562,178
676562,61
604601,6000
604601,5500
604601,4500
604601,7000
606603,308
606705,617
606705,607
606705,412
606705,391
606705,390
635201,964
635201,952
635201,847
635201,210
635201,15
635202,919
635202,918
635202,732
635202,264
635202,145
635206,966
635206,957
635206,956
635206,955
635206,951
635207,935
635207,922
635207,911
635207,896
635207,889
635207,849
635207,838
635207,833
635207,826
635207,625
635207,534
635207,467
635207,333
635207,147
635207,51
635207,28
635304,961
635304,960
635304,930
635304,923
635304,245
635304,178
635304,137
635305,916
635305,906
635305,863
635305,470
635306,969
635306,938
635306,931
635306,928
635306,924
635306,882
635306,821
635307,970
635307,967
635307,932
635307,912
635307,898
635307,872
635307,205
635601,897
635601,587
635601,530
635601,322
635601,253
635601,223
635601,220
635601,218
635601,197
635601,180
635601,120
635601,25
635602,968
635602,895
635602,880
635602,841
635602,840
635602,596
635602,315
635602,304
635602,286
635602,270
635602,188
635602,124
635602,26
635602,21
635602,2
635651,934
635651,139
635651,138
635652,965
635652,933
635652,920
635652,913
635652,909
635652,902
635652,899
635652,894
635652,884
635652,869
635652,868
635652,150
635653,915
635653,903
635653,893
635653,885
635653,875
635653,874
635653,864
635653,855
332031,482
635653,836
635653,831
635653,27
635702,283
635903,224
636016,905
636701,784
636902,971
636902,949
636902,917
636902,890
636902,886
636902,881
636902,845
636902,824
636902,326
636902,119
636902,100
636902,75
636903,204
636906,946
636906,945
636906,944
636906,943
636906,942
636906,941
636906,940
636906,290
527425,832
606804,816
621302,9
621307,404
621311,1320
621311,1285
621311,1256
621311,1188
621311,813
621311,783
621311,778
621311,734
621311,412
621311,149
621312,1190
621315,1283
621315,1266
621315,1220
621315,1217
621315,931
621315,766
621315,663
621315,28
621316,90
624001,1300
624001,1160
624001,876
624001,96
624002,1268
624002,1267
624002,1228
624005,1340
624303,1270
624304,1272
624306,1297
624308,827
624620,347
624702,1341
624702,1325
624702,1311
624706,1326
624710,913
624801,1312
624801,1287
624801,1269
624801,1260
624801,1209
624801,960
624801,686
624802,1342
624802,1321
624802,1317
624802,1298
624802,1296
624802,1293
624802,1291
624802,1290
624802,1282
624802,1281
624802,1280
624802,1279
624802,1278
624802,1273
624802,1253
624802,1251
624802,1243
624802,1242
624802,1224
624802,1221
624802,1219
624802,1213
624802,1210
624802,1207
624802,1205
624802,1203
624802,1201
624802,1197
624802,1194
624802,1104
624802,1035
624802,979
624802,975
624802,961
624802,861
624802,852
624802,831
624802,821
624802,808
624802,803
624802,790
624802,784
624802,776
624802,764
624802,755
624802,741
624802,677
624802,650
624802,631
624802,627
624802,606
624802,601
624802,543
624802,542
624802,533
624802,532
624802,519
624802,517
624802,406
624802,401
624802,268
624802,203
624802,202
624802,195
624802,177
624802,133
624802,102
624802,97
624802,95
624802,78
624802,72
624802,39
624802,7
625515,1343
628151,656
628151,123
635113,560
635114,68
635135,367
635305,689
635900,48
636812,571
639120,1245
624802,26
635112,41
635115,183
635120,219
635121,909
635121,777
635121,458
635121,457
635121,243
635121,239
635121,230
635121,225
635121,222
635121,215
635121,210
635121,205
635121,204
635121,202
635121,198
635121,197
635121,194
635121,191
635121,182
635121,172
635121,170
635121,168
635121,167
635121,159
635121,147
635121,145
635121,144
635121,137
635121,135
635121,121
635121,117
635121,103
635121,81
635121,78
635121,76
635121,70
635121,67
635121,65
635121,63
635121,54
635121,51
635121,49
635121,40
635121,35
635121,33
635121,32
635121,28
635121,7
635121,1
636908,10
515291,5632
515671,3173
515571,3169
517370,3168
563161,3167
517370,3165
517390,3162
517325,3158
563161,3153
563146,3144
517370,3141
563161,3128
517370,3121
517351,3116
563123,3100
517390,3091
563123,3087
515571,3080
517326,3056
563123,3040
563123,3032
517390,3014
517370,3010
563123,3003
517351,2996
517370,2994
563146,2964
517370,2963
563125,2956
563146,2949
517370,2940
563146,2927
517351,2923
517351,2920
517391,2909
563161,2896
517370,2894
517391,2860
563126,2849
502295,2845
517370,2833
563123,2827
563161,2826
517391,2821
563125,2800
517391,2799
563134,2794
517391,2773
517391,2771
517391,2751
517370,2747
563134,2745
563125,2741
563161,2740
563125,2736
563125,2734
563125,2733
563123,2719
517370,2702
563123,2693
517370,2682
563123,2668
517370,2665
517370,2664
563161,2650
563123,2643
517391,2621
517370,2601
563161,2587
563161,2427
563146,2423
563134,2328
563125,2321
563134,2191
563134,2187
563125,2131
563161,2104
563161,2088
517391,2067
563134,2051
563161,2050
563161,2033
563123,1603
563134,1602
563161,1601
563161,1600
563123,1599
563123,1598
563123,1597
563134,1596
517370,1595
517351,1593
517351,1591
515571,1590
517391,1588
517391,1587
563125,1585
517325,1331
517370,1584
5172391,1583
563161,1579
563123,1578
563123,1577
517370,1576
563125,1575
517325,1574
563161,1573
562134,1572
563161,1569
563123,1568
517370,1562
563123,1560
563123,1559
517370,1558
517370,1557
517370,1556
517391,1552
517370,1551
563123,1550
563161,1549
517391,1547
563123,1546
563125,1544
563123,1543
563134,1541
563123,1539
517391,1537
563123,1535
563123,1534
563123,1533
517370,1532
517418,1531
563161,1528
517370,1526
517370,1525
515571,1524
517370,1522
517351,1520
563161,1519
563161,1518
517325,1517
517370,1516
517351,1515
517370,1513
517390,1512
563161,1509
517370,1508
517390,1507
517390,1505
563123,1503
517351,1502
517370,1501
517351,1500
563125,1498
563125,1497
517391,1496
517370,1495
517351,1494
563134,1493
563146,1492
517391,1491
517390,1490
517370,1489
517390,1488
517390,1487
517390,1484
517370,1482
517390,1477
517531,1476
517391,1475
517370,1463
563161,1461
563161,1458
517370,1456
517370,1453
563135,1452
517390,1451
517370,1449
517370,1448
517370,1441
517370,1440
517370,1438
563123,1437
517325,1435
563123,1434
517391,1433
517370,1432
563137,1424
517351,1420
517370,1414
517390,1413
517391,1409
517391,1408
517370,1405
563134,1403
563134,1399
517370,1398
517370,1397
517370,1393
517391,1371
517390,1369
517370,1365
517391,1358
517351,1355
517351,1351
517351,1350
563123,1346
517390,1345
517370,1344
517351,1342
517391,1340
517370,1334
517390,1325
517351,1324
517391,1320
517370,1318
517325,1317
517351,1314
517391,1312
517370,1311
517325,1310
563146,1309
517370,1308
517390,1307
563161,1305
563161,1302
563161,1301
517326,1300
563134,1298
563161,1297
563161,1296
517601,1284
563161,1282
563123,1279
563123,1275
563146,1263
517325,1255
517370,1253
517325,1252
563161,1249
517391,1246
515571,1244
563161,1241
563161,1240
517391,1223
517370,1221
517370,1217
517391,1216
517391,1211
517325,1204
517370,1202
517370,1199
517391,1197
563123,1196
517391,1195
563161,1190
563161,1186
517391,1180
517391,1177
517370,1173
517391,1166
517390,1162
517370,1159
517370,1155
563123,1154
563134,1152
563134,1151
563134,1150
517370,1147
517370,1144
563161,1142
517351,1135
517370,1121
515571,1120
517370,1115
517370,1111
517351,1107
517391,1106
567370,1104
515007,1102
517391,1101
515571,1100
563134,1096
563134,1095
563134,1093
563134,1092
517352,1087
517391,1086
517370,1085
517370,1079
517325,1076
517370,1072
517370,1071
563161,1070
517370,1069
517370,1065
517391,1063
517370,1061
563161,1060
517370,1059
517391,1058
563135,1053
563135,1052
517370,1049
517326,1048
517370,1045
517391,1043
517370,1041
517214,1038
517128,1035
517370,1034
517370,1033
517391,1025
517351,1020
563161,1019
517370,1002
563161,1001
517391,245
563124,244
517391,243
517391,241
563124,240
561207,239
563124,237
563125,235
561212,233
563124,232
517391,229
517391,72
517391,225
563124,219
563125,216
561207,210
561212,202
563124,199
561212,197
563124,196
563125,192
561212,188
561212,187
563124,186
561207,162
561207,161
561207,159
517391,154
517391,153
517391,139
563253,137
563124,136
563124,133
561212,128
517391,127
561212,124
561212,123
561212,122
561212,121
561212,114
561207,113
561212,112
561212,111
517391,110
517391,108
517391,107
517391,101
561212,95
563159,91
561212,89
563124,85
563124,83
517191,76
517391,70
517391,67
517391,62
563124,57
563124,55
563124,53
563159,45
517319,34
563124,32
517391,31
563124,29
563125,20
563159,14
563159,13
563125,10
517391,34
517391,31
517391,43
517391,62
517391,67
517391,70
517391,72
517391,101
517391,107
517391,108
517391,127
517391,139
517391,153
517391,154
517391,225
517391,229
517391,241
517391,242
517391,243
561207,113
561207,159
561207,161
561207,162
561207,210
561207,239
561212,89
561212,95
561212,111
561212,112
561212,114
561212,121
561212,122
561212,123
561212,124
561212,187
561212,188
561212,197
561212,202
561212,233
563124,29
563124,32
563124,53
563124,55
563124,57
563124,83
563124,133
563124,136
563124,186
563124,196
563124,199
563124,219
563124,226
563124,232
563124,237
563124,240
563124,244
563125,10
563125,20
563125,192
563125,216
563125,235
563159,13
563159,14
563159,45
563159,91
563159,184
563125,137
517132,3288
517002,3285
517419,3284
517132,3277
517128,3263
517002,3255
517419,3235
517132,3211
517126,3207
517128,3203
517128,3202
517132,3201
517132,3200
517132,3196
517419,3183
517127,3180
517126,3177
517132,3164
517421,3154
517132,3134
517002,3115
517403,3112
517126,3109
517125,3100
517002,3088
517126,3075
517422,3056
517132,3043
517002,3037
517419,3036
517132,3035
517127,3033
517002,3028
517167,3015
517419,3010
517419,2965
517002,2900
517126,2883
517124,2820
517167,2808
517422,2793
517422,2786
517127,2682
517126,2620
517127,2539
517167,2537
517124,2531
517419,2413
517127,2274
517127,2027
517419,1909
517125,1893
517132,1882
517126,1870
517132,1849
517126,1822
517126,1819
517419,1784
517127,1774
517002,1748
517419,1688
517127,1673
517167,1664
517422,1652
517128,1651
517419,1637
517125,1391
517422,1312
517132,1297
517125,1256
517167,1251
517126,1179
517001,1178
517125,1174
517421,1173
517127,1172
517125,1171
517419,1170
517127,1168
321633,1444
517002,1166
517422,1164
517125,1162
517132,1156
632514,1153
517001,1152
632514,1151
517419,1150
517125,1149
517125,1134
517167,1132
517128,1130
632514,1127
517125,1113
517419,1106
517419,1103
517002,1093
517419,1092
517419,1079
632514,1078
517132,1076
517125,1073
517167,1072
517125,1068
517128,1066
517421,1059
517419,1051
517419,1025
517419,1023
517419,1022
517419,1011
517419,1006
517419,1005
517132,997
632515,992
632514,991
517419,990
517422,988
517125,987
517419,986
517002,983
517419,980
517001,969
517419,968
517125,965
517419,963
517127,959
517125,954
517126,940
632514,936
632514,925
517125,921
632514,907
517421,906
632520,883
517419,869
517132,862
517421,851
517132,847
517419,844
632515,843
517126,841
517002,833
517125,822
517126,819
517419,818
517419,817
632405,816
517126,812
517001,797
517126,796
632405,787
517125,767
517125,763
517125,760
632514,744
632514,743
517419,728
517126,717
632515,715
517001,706
301413,1444
632405,692
517215,678
632405,661
632405,660
632405,659
632405,658
632405,657
517126,649
517421,648
517167,644
517125,634
517421,626
517419,625
632514,622
517421,617
517421,601
517001,584
517125,580
632514,559
632514,558
517127,541
517128,538
514125,526
517403,515
517127,506
517001,447
517419,446
517125,445
517128,422
517419,391
517002,389
517128,387
517125,382
517001,378
517125,371
517128,369
517125,359
517128,358
517128,356
517214,326
517001,278
517124,253
517001,246
517419,236
517403,228
517002,225
517167,206
517419,192
517167,182
517419,178
517422,176
517419,139
517214,133
517004,119
517128,99
517001,93
517167,75
517127,52
517125,49
517131,3234
517129,3011
517131,2166
517416,978
517416,937
517416,901
517416,896
517004,889
515231,503
517131,474
517131,473
517416,323
517004,288
517416,246
517416,245
517129,244
517131,243
517130,241
517416,239
5L7737,237
517129,236
517129,235
517416,232
517131,231
517416,230
517416,228
517416,227
517129,225
517416,222
517129,218
517131,216
517131,211
517416,210
517129,207
517131,206
517124,205
517131,203
517416,202
517131,199
517129,194
517124,193
517416,190
517131,184
517131,181
517129,178
517416,174
517416,170
517416,165
517416,157
517131,154
517129,150
517131,131
517416,130
517129,100
517129,97
517416,91
517131,80
517001,68
517129,67
517129,46
517131,26
517416,503
517131,68
517129,191
517131,889
517130,193
517129,10
517416,46
517129,97
517129,100
517416,150
517129,178
517129,194
517129,207
517129,218
517129,223
517129,225
517129,235
517129,236
517130,241
517130,242
517131,21
517131,24
517131,26
517131,66
517131,80
517131,117
517416,131
517131,154
517131,176
517131,181
517131,184
517131,199
517131,203
517131,206
517131,211
517130,216
517131,231
517131,243
517416,130
517416,157
517416,165
517131,169
517131,170
517416,174
517131,190
517416,201
517416,202
517416,210
517416,222
517416,227
517416,228
517131,230
517416,232
517416,233
517416,239
517416,240
517416,323
517416,896
517416,901
517416,937
517416,978
517131,237
517193,1906
517112,1901
517124,1895
517112,1892
517194,1872
517125,1857
517194,1849
517194,1829
517194,1797
515701,1777
517194,1762
517503,1759
517124,1737
517194,1724
517193,1705
517103,1700
301413,1444
517102,1644
517165,1631
515701,1625
517194,1617
517503,1586
517194,1582
517102,1565
517112,1560
517194,1516
517194,1514
517103,1491
517194,1489
517112,1475
517194,1466
517194,1465
517194,1463
517194,1461
517103,1455
517103,1414
517130,1411
517194,1395
517112,1358
517112,1357
517102,1355
517112,1327
517193,1297
517169,1293
517122,1289
517122,1288
517102,1260
517194,1223
517112,1198
517561,1184
517194,1176
517103,1158
517194,1153
517112,1142
517112,1137
517194,1119
517194,1107
517194,1106
517112,1103
517194,1089
517193,1087
517194,1072
517193,1049
517194,1006
517102,1005
517112,999
517112,968
517194,955
517194,954
517194,948
517112,899
517194,861
517193,824
517194,815
517193,793
517194,785
517194,770
517194,765
517193,763
517194,742
517193,730
517112,692
517102,691
517102,690
517505,686
517561,684
517112,683
517124,682
517193,681
517172,680
517503,678
517194,677
517505,675
517505,673
517561,672
517501,670
517194,669
517194,664
517112,661
517103,660
517505,651
517124,650
517194,647
517123,640
517112,639
517505,636
517194,630
517130,626
517112,625
517194,618
517126,616
517194,615
517505,607
517194,604
517194,603
517194,602
517503,591
517194,588
517194,581
517551,577
517194,576
517194,572
517194,570
517193,563
517194,551
517194,542
517194,536
517194,530
517131,518
517505,515
517126,514
517194,507
517194,506
517194,503
517131,499
517194,489
517124,483
517102,482
517126,476
517126,475
517112,471
517193,467
517152,466
517561,446
517112,441
517126,435
517127,434
517126,432
517126,431
517569,429
515701,426
517194,419
517112,409
517561,408
517194,405
515701,403
515701,397
517112,381
517126,373
517561,362
517161,342
517130,326
517112,319
517194,311
517193,306
517112,297
517130,292
517561,282
517193,277
517193,272
517193,270
517193,269
517193,256
517194,244
517102,222
517194,210
517194,193
517112,186
517112,179
517172,173
517505,161
517130,157
517193,148
517194,134
517194,131
517194,130
517194,129
517194,127
517194,126
517194,124
517194,121
517194,118
517194,117
517194,116
517194,112
517194,109
517194,106
517125,102
517125,97
517193,93
517152,88
517193,77
517193,74
517112,67
517102,66
517194,41
517112,40
517194,39
517214,34
517214,28
517214,27
517112,18
517130,16
517569,13
517569,12
517569,11
517214,10
517194,5
301413,1444
517194,4
517506,992
515301,5633
515291,5631
561206,5630
561228,5629
561202,5616
515212,5607
515201,5603
515261,5601
515303,5598
515122,5596
515212,5589
515212,5587
515201,5586
515211,5584
515331,5582
561209,5581
561228,5580
515331,5574
561228,5571
561208,5565
515201,5559
515201,5558
515261,5550
515261,5549
515303,5547
561228,5546
515331,5545
515261,5541
561208,5540
561208,5539
515201,5536
515331,5535
561228,5534
515211,5531
515331,5529
515303,5525
515331,5524
561208,5523
561208,5519
515261,5510
515211,5500
515201,5495
581206,5493
515212,5481
572127,5480
577598,5476
515212,5448
515331,5446
515331,5444
561208,5431
561209,5400
515241,5384
585201,5346
561208,5340
561210,5337
561208,5325
561208,5320
515331,5317
515122,5313
561210,5307
515331,5293
515212,5290
515201,5278
581206,5276
515241,5271
561210,5258
515212,5253
515211,5248
515261,5245
515261,5243
515331,5236
561228,5227
581206,5196
561210,5193
561228,5192
561209,5180
561206,5179
515601,5172
525211,5171
515211,5170
515331,5149
581206,5115
561210,5090
561228,5076
561209,5074
561209,5072
561210,5069
561210,5058
561210,5057
561210,5056
515331,5051
581206,5050
581206,5048
561210,5047
561210,5045
561210,5042
515201,5036
561209,5031
561206,5024
561228,5017
561209,5012
561209,5008
561228,5005
572124,5002
515201,5352
515123,5376
515212,5517
515303,5608
561206,5591
561210,5060
561210,5128
561210,5627
515331,5145
517583,509
517583,507
517583,506
301413,1444
517581,341
517583,331
517583,251
517592,196
517643,195
517591,194
517591,193
517583,191
517583,181
517591,179
517587,177
517591,173
517591,170
517587,164
517591,161
517551,157
517551,156
517643,142
517643,141
517587,140
517591,132
517583,128
517591,125
517551,120
517581,119
517591,112
517591,111
517581,110
517583,105
517583,102
517583,101
515641,167
515641,166
515722,164
515641,163
515101,161
515672,160
515101,159
515641,157
515672,154
515671,152
515101,149
515101,142
515722,140
515751,138
515101,137
515672,133
515641,131
515641,127
515641,126
515641,125
515661,123
515671,119
515641,117
515672,116
515641,113
515641,111
515641,105
515841,101
515641,98
515672,97
515672,85
515641,82
515672,80
515672,66
515672,59
515671,51
515651,30
515641,22
515641,19
515641,18
515641,16
515641,6
515641,2
515133,578
515672,577
515101,576
